date_dt,time,temperature,skycover,humidity,precipitation,solar_radiation,latitude,longitude,date_txt
1/8/11,,30,1,69,0,193.4,40.78,-73.97,
1/8/11,,29,0.8,66,0,192.3,40.78,-73.97,
1/8/11,,29,1,69,0,43.8,40.78,-73.97,
1/8/11,,29,1,69,     Tr,0.9,40.78,-73.97,
1/8/11,,27,1,74,     Tr,0,40.78,-73.97,
1/8/11,,28,1,71,0,0,40.78,-73.97,
1/8/11,,27,1,78,0,0,40.78,-73.97,
1/8/11,,27,1,74,     Tr,0,40.78,-73.97,
1/8/11,,27,1,74,0,0,40.78,-73.97,
1/8/11,,27,1,72,0,0,40.78,-73.97,
1/9/11,,27,0.8,72,0,0,40.78,-73.97,
1/9/11,,27,0.5,66,0,0,40.78,-73.97,
1/9/11,,27,0.8,63,0,0,40.78,-73.97,
1/9/11,,27,0.5,60,0,0,40.78,-73.97,
1/9/11,,27,0.8,58,0,0,40.78,-73.97,
1/9/11,,27,1,55,0,0,40.78,-73.97,
1/9/11,,27,0,58,0,0,40.78,-73.97,
1/9/11,,26,0,60,0,0,40.78,-73.97,
1/9/11,,26,0,57,0,4,40.78,-73.97,
1/9/11,,27,0,53,0,79.2,40.78,-73.97,
1/9/11,,27,0,53,0,202.5,40.78,-73.97,
1/9/11,,29,0,51,0,301.9,40.78,-73.97,
1/9/11,,30,0,48,0,354.2,40.78,-73.97,
1/9/11,,31,0,45,0,351.6,40.78,-73.97,
1/9/11,,31,0,47,0,294.3,40.78,-73.97,
1/9/11,,31,0,47,0,191.3,40.78,-73.97,
1/9/11,,31,0,45,0,68.2,40.78,-73.97,
1/9/11,,30,0,48,0,2.2,40.78,-73.97,
1/9/11,,29,0,51,0,0,40.78,-73.97,
1/9/11,,29,0.2,51,0,0,40.78,-73.97,
1/9/11,,28,0,52,0,0,40.78,-73.97,
1/9/11,,28,0,52,0,0,40.78,-73.97,
1/9/11,,28,0,50,0,0,40.78,-73.97,
1/9/11,,27,0,53,0,0,40.78,-73.97,
1/10/11,,26,0,55,0,0,40.78,-73.97,
1/10/11,,26,0,52,0,0,40.78,-73.97,
1/10/11,,25,0,55,0,0,40.78,-73.97,
1/10/11,,25,0,57,0,0,40.78,-73.97,
1/10/11,,25,0,57,0,0,40.78,-73.97,
1/10/11,,25,0,57,0,0,40.78,-73.97,
1/10/11,,25,0,55,0,0,40.78,-73.97,
1/10/11,,25,0,57,0,0,40.78,-73.97,
1/10/11,,25,0,57,0,4.1,40.78,-73.97,
1/10/11,,26,0,52,0,79.8,40.78,-73.97,
1/10/11,,27,0,53,0,203.7,40.78,-73.97,
1/10/11,,29,0,49,0,303.5,40.78,-73.97,
1/10/11,,31,0,47,0,356.3,40.78,-73.97,
1/10/11,,33,0,45,0,354,40.78,-73.97,
1/10/11,,34,0,45,0,297.1,40.78,-73.97,
1/10/11,,34,0,45,0,194.2,40.78,-73.97,
1/10/11,,34,0,47,0,70.5,40.78,-73.97,
1/10/11,,33,0,49,0,2.5,40.78,-73.97,
1/10/11,,32,0,51,0,0,40.78,-73.97,
1/10/11,,31,0,53,0,0,40.78,-73.97,
1/10/11,,31,0,53,0,0,40.78,-73.97,
1/10/11,,29,0,58,0,0,40.78,-73.97,
1/10/11,,29,0,58,0,0,40.78,-73.97,
1/10/11,,27,0,63,0,0,40.78,-73.97,
1/11/11,,27,0,60,0,0,40.78,-73.97,
1/11/11,,26,0,63,0,0,40.78,-73.97,
1/11/11,,25,0,68,0,0,40.78,-73.97,
1/11/11,,25,0,68,0,0,40.78,-73.97,
1/11/11,,24,0,71,0,0,40.78,-73.97,
1/11/11,,24,0,71,0,0,40.78,-73.97,
1/11/11,,23,0,71,0,0,40.78,-73.97,
1/11/11,,23,0,74,0,0,40.78,-73.97,
1/11/11,,24,0,71,0,4.2,40.78,-73.97,
1/11/11,,25,0,74,0,80.2,40.78,-73.97,
1/11/11,,27,0,66,0,204.1,40.78,-73.97,
1/11/11,,27,0,66,0,304,40.78,-73.97,
1/11/11,,29,0,63,0,357.1,40.78,-73.97,
1/11/11,,30,0,60,0,355.3,40.78,-73.97,
1/11/11,,30,0.8,66,0,256.8,40.78,-73.97,
1/11/11,,31,1,63,0,88.6,40.78,-73.97,
1/11/11,,30,0.5,63,0,88.9,40.78,-73.97,
1/11/11,,29,1,63,0,1.9,40.78,-73.97,
1/11/11,,30,1,66,0,0,40.78,-73.97,
1/11/11,,29,1,69,0,0,40.78,-73.97,
1/11/11,,29,1,69,0,0,40.78,-73.97,
1/11/11,,28,1,75,     Tr,0,40.78,-73.97,
1/11/11,,27,1,85,0.05,0,40.78,-73.97,
1/11/11,,27,1,92,0.08,0,40.78,-73.97,
1/12/11,,26,1,92,0.11,0,40.78,-73.97,
1/12/11,,25,1,92,0.08,0,40.78,-73.97,
1/12/11,,25,1,92,0.15,0,40.78,-73.97,
1/12/11,,24,1,91,0.1,0,40.78,-73.97,
1/12/11,,24,1,91,0.06,0,40.78,-73.97,
1/12/11,,24,1,88,0.01,0,40.78,-73.97,
1/12/11,,24,1,88,0.02,0,40.78,-73.97,
1/12/11,,24,0.8,77,     Tr,0,40.78,-73.97,
1/12/11,,25,1,78,0,2.7,40.78,-73.97,
1/12/11,,25,0,78,0,81.4,40.78,-73.97,
1/12/11,,28,0,69,0,206.2,40.78,-73.97,
1/12/11,,29,0.8,66,0,286.5,40.78,-73.97,
1/12/11,,30,1,63,0,157.2,40.78,-73.97,
1/12/11,,31,1,63,0,113.5,40.78,-73.97,
1/12/11,,31,1,61,0,130.7,40.78,-73.97,
1/12/11,,31,1,61,0,94.8,40.78,-73.97,
1/12/11,,30,0.8,60,0,56.1,40.78,-73.97,
1/12/11,,30,1,55,0,1.8,40.78,-73.97,
1/12/11,,29,1,56,0,0,40.78,-73.97,
1/12/11,,27,0.8,55,0,0,40.78,-73.97,
1/12/11,,25,0,55,0,0,40.78,-73.97,
1/12/11,,25,0.8,55,0,0,40.78,-73.97,
1/12/11,,25,0.8,55,0,0,40.78,-73.97,
1/12/11,,25,0.8,55,0,0,40.78,-73.97,
1/13/11,,25,1,52,0,0,40.78,-73.97,
1/13/11,,24,0.5,57,0,0,40.78,-73.97,
1/13/11,,24,0,57,0,0,40.78,-73.97,
1/13/11,,25,0,55,0,0,40.78,-73.97,
1/13/11,,24,0,59,0,0,40.78,-73.97,
1/13/11,,24,0,62,0,0,40.78,-73.97,
1/13/11,,24,0,62,0,0,40.78,-73.97,
1/13/11,,24,0,62,0,0,40.78,-73.97,
1/13/11,,24,0,59,0,4.6,40.78,-73.97,
1/13/11,,24,0,59,0,83.3,40.78,-73.97,
1/13/11,,26,0,57,0,209.7,40.78,-73.97,
1/13/11,,28,0,50,0,311.5,40.78,-73.97,
1/13/11,,29,0,49,0,365.9,40.78,-73.97,
1/13/11,,30,0,47,0,364.8,40.78,-73.97,
1/13/11,,29,0,49,0,308.3,40.78,-73.97,
1/13/11,,29,0,44,0,204.9,40.78,-73.97,
1/13/11,,28,0,44,0,78.5,40.78,-73.97,
1/13/11,,26,0,46,0,3.6,40.78,-73.97,
1/13/11,,24,0,47,0,0,40.78,-73.97,
1/13/11,,22,0,52,0,0,40.78,-73.97,
1/13/11,,20,0,54,0,0,40.78,-73.97,
1/13/11,,19,0,56,0,0,40.78,-73.97,
1/13/11,,19,0,54,0,0,40.78,-73.97,
1/13/11,,18,0,59,0,0,40.78,-73.97,
1/14/11,,18,0,59,0,0,40.78,-73.97,
1/14/11,,19,0,59,0,0,40.78,-73.97,
1/14/11,,19,0,59,0,0,40.78,-73.97,
1/14/11,,19,0,62,0,0,40.78,-73.97,
1/14/11,,18,0,65,0,0,40.78,-73.97,
1/14/11,,19,0,64,0,0,40.78,-73.97,
1/14/11,,19,0,64,0,0,40.78,-73.97,
1/14/11,,19,0,67,0,0,40.78,-73.97,
1/14/11,,19,0.5,64,0,5.8,40.78,-73.97,
1/14/11,,20,0,62,0,84.5,40.78,-73.97,
1/14/11,,21,0,59,0,211.5,40.78,-73.97,
1/14/11,,21,0,59,0,313.8,40.78,-73.97,
1/14/11,,24,0,54,0,368.6,40.78,-73.97,
1/14/11,,27,0,50,0,367.9,40.78,-73.97,
1/14/11,,27,0,48,0,311.6,40.78,-73.97,
1/14/11,,29,0,46,0,208.2,40.78,-73.97,
1/14/11,,29,0,46,0,81.1,40.78,-73.97,
1/14/11,,29,0,46,0,4.1,40.78,-73.97,
1/14/11,,29,0.2,49,0,0,40.78,-73.97,
1/14/11,,27,0,53,0,0,40.78,-73.97,
1/14/11,,26,0,55,0,0,40.78,-73.97,
1/14/11,,25,0,55,0,0,40.78,-73.97,
1/14/11,,25,0,55,0,0,40.78,-73.97,
1/14/11,,25,0,55,0,0,40.78,-73.97,
1/15/11,,24,0,57,0,0,40.78,-73.97,
1/15/11,,24,0,57,0,0,40.78,-73.97,
1/15/11,,24,0,57,0,0,40.78,-73.97,
1/15/11,,24,0,57,0,0,40.78,-73.97,
1/15/11,,24,0,59,0,0,40.78,-73.97,
1/15/11,,24,0,59,0,0,40.78,-73.97,
1/15/11,,24,0,59,0,0,40.78,-73.97,
1/15/11,,25,0,60,0,0,40.78,-73.97,
1/15/11,,25,0,66,0,4.7,40.78,-73.97,
1/15/11,,28,1,63,0,56.7,40.78,-73.97,
1/15/11,,30,1,55,0,141.3,40.78,-73.97,
1/15/11,,30,1,53,0,209.4,40.78,-73.97,
1/15/11,,31,1,51,0,246.1,40.78,-73.97,
1/15/11,,31,1,53,0,199,40.78,-73.97,
1/15/11,,33,1,49,0,204,40.78,-73.97,
1/15/11,,34,1,51,0,140.1,40.78,-73.97,
1/15/11,,35,1,61,0,55.5,40.78,-73.97,
1/15/11,,36,1,64,0,2.8,40.78,-73.97,
1/15/11,,38,1,50,0,0,40.78,-73.97,
1/15/11,,37,1,54,0,0,40.78,-73.97,
1/15/11,,37,1,54,0,0,40.78,-73.97,
1/15/11,,37,1,56,0,0,40.78,-73.97,
1/15/11,,36,1,59,0,0,40.78,-73.97,
1/15/11,,36,1,59,0,0,40.78,-73.97,
1/16/11,,36,0.5,56,0,0,40.78,-73.97,
1/16/11,,36,0,54,0,0,40.78,-73.97,
1/16/11,,36,0.2,56,0,0,40.78,-73.97,
1/16/11,,35,1,58,0,0,40.78,-73.97,
1/16/11,,34,1,61,0,0,40.78,-73.97,
1/16/11,,33,0.8,51,0,0,40.78,-73.97,
1/16/11,,31,0,51,0,0,40.78,-73.97,
1/16/11,,30,0,51,0,0,40.78,-73.97,
1/16/11,,30,0,51,0,5.2,40.78,-73.97,
1/16/11,,30,0,48,0,86.9,40.78,-73.97,
1/16/11,,31,0,47,0,215,40.78,-73.97,
1/16/11,,32,0,45,0,318.2,40.78,-73.97,
1/16/11,,33,0,41,0,373.8,40.78,-73.97,
1/16/11,,34,0,40,0,373.7,40.78,-73.97,
1/16/11,,34,0,40,0,317.9,40.78,-73.97,
1/16/11,,34,0,38,0,214.5,40.78,-73.97,
1/16/11,,33,0,36,0,86.4,40.78,-73.97,
1/16/11,,32,0,36,0,5.1,40.78,-73.97,
1/16/11,,31,0,39,0,0,40.78,-73.97,
1/16/11,,30,0,37,0,0,40.78,-73.97,
1/16/11,,29,0,41,0,0,40.78,-73.97,
1/16/11,,28,0,39,0,0,40.78,-73.97,
1/16/11,,28,0,40,0,0,40.78,-73.97,
1/16/11,,27,0.2,40,0,0,40.78,-73.97,
1/17/11,,26,0.2,44,0,0,40.78,-73.97,
1/17/11,,25,0.5,48,0,0,40.78,-73.97,
1/17/11,,24,0.8,50,0,0,40.78,-73.97,
1/17/11,,23,1,54,0,0,40.78,-73.97,
1/17/11,,21,1,49,0,0,40.78,-73.97,
1/17/11,,20,1,49,0,0,40.78,-73.97,
1/17/11,,20,1,49,0,0,40.78,-73.97,
1/17/11,,20,1,52,0,0,40.78,-73.97,
1/17/11,,20,1,47,0,3.6,40.78,-73.97,
1/17/11,,20,1,49,0,58,40.78,-73.97,
1/17/11,,21,0.5,47,0,268,40.78,-73.97,
1/17/11,,23,0,48,0,322.5,40.78,-73.97,
1/17/11,,24,0,45,0,378.7,40.78,-73.97,
1/17/11,,26,0.5,44,0,464.9,40.78,-73.97,
1/17/11,,26,1,48,0,215.5,40.78,-73.97,
1/17/11,,26,1,48,0,146.3,40.78,-73.97,
1/17/11,,25,1,50,0,59.9,40.78,-73.97,
1/17/11,,26,1,48,0,3.8,40.78,-73.97,
1/17/11,,26,1,50,0,0,40.78,-73.97,
1/17/11,,26,1,48,0,0,40.78,-73.97,
1/17/11,,26,1,48,0,0,40.78,-73.97,
1/17/11,,26,1,48,0,0,40.78,-73.97,
1/17/11,,26,1,52,0,0,40.78,-73.97,
1/17/11,,26,1,52,0,0,40.78,-73.97,
1/18/11,,25,1,52,0,0,40.78,-73.97,
1/18/11,,24,1,77,0.01,0,40.78,-73.97,
1/18/11,,25,1,85,0.04,0,40.78,-73.97,
1/18/11,,25,1,88,0.08,0,40.78,-73.97,
1/18/11,,25,1,88,0.1,0,40.78,-73.97,
1/18/11,,28,1,88,0.08,0,40.78,-73.97,
1/18/11,,29,1,89,0.05,0,40.78,-73.97,
1/18/11,,29,1,92,0.04,0,40.78,-73.97,
1/18/11,,30,1,92,0.06,1.4,40.78,-73.97,
1/18/11,,31,1,92,0.05,22.1,40.78,-73.97,
1/18/11,,32,1,96,0.08,54.2,40.78,-73.97,
1/18/11,,33,1,92,0.07,80,40.78,-73.97,
1/18/11,,34,1,96,0.1,94.1,40.78,-73.97,
1/18/11,,37,1,92,0.14,94.2,40.78,-73.97,
1/18/11,,38,1,97,0.13,80.5,40.78,-73.97,
1/18/11,,40,1,93,0.12,54.9,40.78,-73.97,
1/18/11,,40,1,93,0.06,22.8,40.78,-73.97,
1/18/11,,40,1,97,0.03,1.5,40.78,-73.97,
1/18/11,,40,1,97,0.01,0,40.78,-73.97,
1/18/11,,37,1,96,0.02,0,40.78,-73.97,
1/18/11,,37,1,96,0,0,40.78,-73.97,
1/18/11,,35,1,96,0,0,40.78,-73.97,
1/18/11,,35,1,92,0,0,40.78,-73.97,
1/18/11,,36,1,89,0,0,40.78,-73.97,
1/19/11,,36,0.8,85,0,0,40.78,-73.97,
1/19/11,,36,1,85,0,0,40.78,-73.97,
1/19/11,,36,0.2,85,0,0,40.78,-73.97,
1/19/11,,36,1,89,0,0,40.78,-73.97,
1/19/11,,37,1,85,0,0,40.78,-73.97,
1/19/11,,37,1,85,0.01,0,40.78,-73.97,
1/19/11,,36,1,92,0.04,0,40.78,-73.97,
1/19/11,,37,1,89,0.01,0,40.78,-73.97,
1/19/11,,37,1,89,0,2.1,40.78,-73.97,
1/19/11,,37,1,89,0,27.6,40.78,-73.97,
1/19/11,,38,1,85,0,77.2,40.78,-73.97,
1/19/11,,38,1,85,0,113.8,40.78,-73.97,
1/19/11,,38,1,89,0.01,60,40.78,-73.97,
1/19/11,,39,1,86,     Tr,71.2,40.78,-73.97,
1/19/11,,40,1,83,0,60.9,40.78,-73.97,
1/19/11,,41,1,79,0,41.7,40.78,-73.97,
1/19/11,,41,1,73,0,33.1,40.78,-73.97,
1/19/11,,40,1,73,0,2.4,40.78,-73.97,
1/19/11,,40,1,73,0,0,40.78,-73.97,
1/19/11,,39,1,72,0,0,40.78,-73.97,
1/19/11,,38,1,73,0,0,40.78,-73.97,
1/19/11,,37,1,70,0,0,40.78,-73.97,
1/19/11,,37,1,70,0,0,40.78,-73.97,
1/19/11,,36,1,69,0,0,40.78,-73.97,
1/20/11,,35,1,66,0,0,40.78,-73.97,
1/20/11,,34,1,61,0,0,40.78,-73.97,
1/20/11,,34,1,61,0,0,40.78,-73.97,
1/20/11,,33,0.2,63,0,0,40.78,-73.97,
1/20/11,,32,0,66,0,0,40.78,-73.97,
1/20/11,,32,0,66,0,0,40.78,-73.97,
1/20/11,,31,0,66,0,0,40.78,-73.97,
1/20/11,,31,0.2,66,0,0,40.78,-73.97,
1/20/11,,32,1,58,0,3,40.78,-73.97,
